stop_id,	stop_code,	stop_name,	stop_desc,	stop_lat,	stop_lon,	zone_id,	stop_url

Stop ID is used with the Stop Time. At a certain departure time, look for what departure times 
1705R,,"Rio Del Mar & Highland",,  36.969090,-121.899513,,
1707R,,"Rio Del Mar & Martin",,  36.970234,-121.898155,,
1708R,,"Rio Del Mar & Sumner",,  36.971050,-121.896011,,
1710R,,"Rio Del Mar & Palmer",,  36.971233,-121.891838,,
1712R,,"Rio Del Mar & Clubhouse Dr",,  36.973217,-121.888908,,
1713R,,"River & River St Extension",,  36.976425,-122.025192,,
1714R,,"River & N Pacific",,  36.979210,-122.027489,,
1715R,,"River & Josephine",,  36.981705,-122.029190,,
1717R,,"River & Golf Club (City Corporation Yard)",,  36.988747,-122.030769,,
1721R,,"Rosedale & Plum",,  36.979404,-121.950417,,
1722R,,"Rosedale & Hill",,  36.981022,-121.950104,,
1725R,,"San Andreas & Camino Al Barranco",,  36.945953,-121.862381,,
1726R,,"San Lorenzo & Riverside",,  36.968945,-122.019630,,
1727R,,"San Lorenzo & Riverside",,  36.968822,-122.019707,,
1728R,,"San Lorenzo & Canfield",,  36.969017,-122.017677,,
1731R,,"Scotts Valley Dr & Bean Creek (School)",,  37.044632,-122.023293,,
1732R,,"Scotts Valley Dr & Quien Sabe",,  37.045216,-122.021599,,
1733R,,"Scotts Valley Dr & Blake Lane",,  37.045773,-122.021118,,
1734R,,"Scotts Valley Dr & Civic Center Dr",,  37.048088,-122.017265,,
1735R,,"Scotts Valley Dr & Disc Drive",,  37.048546,-122.016434,,
1737R,,"Scotts Valley Drive & Ball",,  37.050152,-122.015221,,
1738R,,"Scotts Valley Dr & Carbonero",,  37.052338,-122.013596,,
1739R,,"Scotts Valley Dr & Dunslee",,  37.052372,-122.013931,,
1740R,,"Scotts Valley Dr & El Pueblo",,  37.055168,-122.012421,,
1741R,,"Scotts Valley Dr & Victor Square",,  37.058823,-122.010323,,
1742R,,"Scotts Valley Dr & 5300 Block",,  37.057503,-122.010796,,
1743R,,"Scotts Valley Dr & 5400 (Beacon)",,  37.060120,-122.009262,,
1744R,,"Scotts Valley Dr & Victor Square",,  37.059498,-122.009407,,
1745R,,"Scotts Valley Dr & Granite Creek",,  37.061550,-122.007301,,
1747R,,"Scotts Valley Dr & Glenwood Drive",,  37.063030,-122.005051,,
1748R,,"Scotts Valley Dr & Terrace View",,  37.046673,-122.019424,,
1749R,,"Scotts Valley Dr & Erba Lane",,  37.046619,-122.018944,,
1750R,,"Seabright & Murray",,  36.967537,-122.007759,,
1751R,,"Seabright & Logan",,  36.968437,-122.008018,,
1752R,,"Seabright & Hall",,  36.968861,-122.007881,,
1754R,,"Seabright & Clinton",,  36.971500,-122.007980,,
1755R,,"Seabright & Clinton",,  36.971386,-122.008125,,
1756R,,"Seabright & Windham",,  36.973316,-122.008095,,
1757R,,"Seabright & Windsor",,  36.974281,-122.008080,,
1758R,,"Seabright & Windsor",,  36.974442,-122.008301,,
1759R,,"Seabright & Broadway",,  36.975513,-122.008514,,
1775R,,"Seascape & Vineyard",,  36.952278,-121.873009,,
1777R,,"Seascape & Dolphin",,  36.951683,-121.869675,,
1779R,,"Second & Pacific",,  36.964268,-122.025223,,
1780R,,"Second & Cliff",,  36.965637,-122.020752,,
1781R,,"Soquel Ave & Riverside",,  36.973946,-122.020645,,
1782R,,"Soquel Ave & Ocean",,  36.974438,-122.019623,,
1783R,,"Soquel Ave & Ocean",,  36.974598,-122.018517,,
1784R,,"Soquel Ave & Branciforte",,  36.976292,-122.017044,,
1788R,,"Soquel Ave & Pine",,  36.977913,-122.014389,,
1790R,,"Soquel Ave & Benito",,  36.979103,-122.012108,,
1791R,,"Soquel Ave & Cayuga",,  36.978886,-122.012062,,
1792R,,"Soquel Ave & Seabright",,  36.979675,-122.011070,,
1793R,,"Soquel Ave & Seabright",,  36.980080,-122.009750,,
1794R,,"Soquel Ave & Poplar (Spa)",,  36.980846,-122.008446,,
1795R,,"Soquel Ave & Frederick",,  36.981407,-122.004150,,
1796R,,"Soquel Ave & Frederick",,  36.981586,-122.003937,,
1797R,,"Soquel Ave & Hagemann",,  36.981316,-122.002060,,
1798R,,"Soquel Ave & Trevethan",,  36.981537,-122.001526,,
1799R,,"Soquel Ave & Park Way",,  36.981796,-121.998512,,
1800R,,"Soquel Ave & Park Way",,  36.981575,-121.998894,,
1801R,,"Soquel Ave & La Fonda",,  36.983223,-121.995224,,
1802R,,"Soquel Ave & La Fonda",,  36.982986,-121.995026,,
1803R,,"Soquel Ave & 7th",,  36.985233,-121.990616,,
1804R,,"Soquel Ave & 7th",,  36.985344,-121.989456,,
1805R,,"Soquel Dr & Dominican Hospital",,  36.988644,-121.983345,,
1806R,,"Soquel Dr & Dominican Hospital",,  36.988667,-121.982544,,
1807R,,"Soquel Dr & Mission Dr",,  36.989185,-121.981010,,
1808R,,"Soquel Dr & Mission Dr",,  36.988941,-121.980423,,
1809R,,"Soquel Dr & Thurber",,  36.988811,-121.978905,,
1810R,,"Soquel Dr & Winkle",,  36.988235,-121.974579,,
1811R,,"Soquel Dr & Winkle",,  36.988003,-121.974335,,
1813R,,"Soquel Dr & Dover",,  36.987942,-121.971016,,
1814R,,"Soquel Dr & Rodeo Gulch (#3333)",,  36.987434,-121.968498,,
1817R,,"Soquel Dr & 41st (Greenbrae)",,  36.987404,-121.965164,,
1818R,,"Soquel Dr & Cotton (41st)",,  36.987473,-121.964043,,
1820R,,"Soquel Dr & Daubenbiss",,  36.987640,-121.958481,,
1821R,,"Soquel Dr & Daubenbiss",,  36.987831,-121.958763,,
1822R,,"Soquel Dr & Main",,  36.988930,-121.954857,,
1823R,,"Soquel Dr & Main",,  36.988735,-121.954994,,
1824R,,"Soquel Dr & Walnut St",,  36.987358,-121.952431,,
1825R,,"Soquel Dr & Capitola Ave",,  36.987072,-121.950851,,
1826R,,"Soquel Dr & Capitola Ave",,  36.987335,-121.950958,,
1827R,,"Soquel Dr & Browns Ln",,  36.987637,-121.948311,,
1828R,,"Soquel Dr & Orchard",,  36.987556,-121.947090,,
1829R,,"Soquel Dr & Fairway",,  36.987823,-121.946442,,
1830R,,"Soquel Dr & Silver Birch",,  36.987709,-121.944557,,
1831R,,"Soquel Dr & Cunnison",,  36.987965,-121.943474,,
1832R,,"Soquel Dr & Monterey Dr",,  36.987701,-121.940834,,
1833R,,"Soquel Dr & Maplethorpe/Victory",,  36.988136,-121.938110,,
1834R,,"Soquel Dr & Park",,  36.988773,-121.936668,,
1835R,,"Soquel Dr & Park",,  36.988640,-121.936417,,
1836R,,"Soquel Dr & Willowbrook",,  36.990021,-121.932350,,
1837R,,"Soquel Dr & Merrill",,  36.990124,-121.932785,,
1838R,,"Soquel Dr & Porter Gulch",,  36.990547,-121.929962,,
1839R,,"Soquel Dr & Cabrillo College",,  36.988716,-121.925934,,
1840R,,"Soquel Dr & Cabrillo College",,  36.988106,-121.924599,,
1841R,,"Soquel Dr & Borregas",,  36.987057,-121.920822,,
1842R,,"Soquel Dr & Calabria",,  36.985977,-121.918098,,
1843R,,"Soquel Dr & Vienna (Mar Vista Elem)",,  36.986355,-121.919319,,
1844R,,"Soquel Dr & Mar Vista",,  36.984833,-121.915833,,
1845R,,"Soquel Dr & Mar Vista",,  36.984703,-121.916023,,
1846R,,"Soquel Dr & W Ledyard",,  36.982510,-121.911064,,
1847R,,"Soquel Dr & W Ledyard",,  36.981739,-121.910255,,
1848R,,"Soquel Dr & State Park",,  36.980453,-121.908997,,
1849R,,"Soquel Dr & E Ledyard/State Park",,  36.980858,-121.908981,,
1850R,,"Soquel Dr & Rancho Del Mar Ctr",,  36.978474,-121.907341,,
1851R,,"Soquel Dr & State Park/Sunset",,  36.979733,-121.908195,,
1852R,,"Soquel Dr & Aptos Creek",,  36.977295,-121.901505,,
1853R,,"Soquel Dr & Trout Gulch",,  36.976547,-121.900009,,
1854R,,"Soquel Dr & #9057 (Creekside)",,  36.975746,-121.889977,,
1855R,,"Soquel Dr & #9057 (Creekside)",,  36.975594,-121.890137,,
1856R,,"Soquel Dr & Rio Del Mar Blvd",,  36.975849,-121.884499,,
1857R,,"Soquel Dr & #9520 (Huntington)",,  36.975323,-121.884949,,
1858R,,"Soquel Dr & #9651 (Jaunell)",,  36.973389,-121.880272,,
1859R,,"Soquel Dr & Monroe (Auto Center)",,  36.971237,-121.873734,,
1861R,,"State Park Dr & Hillcrest (Rr Track)",,  36.975044,-121.912033,,
1862R,,"Stockton & Capitola Ave",,  36.972946,-121.952324,,
1863R,,"Stockton & Capitola Ave",,  36.972805,-121.952240,,
1865R,,"Sumner & Dolphin",,  36.953926,-121.879311,,
1867R,,"Sumner & Seabreeze/Clubhouse",,  36.956940,-121.882614,,
1875R,,"Treasure Island & Winfield",,  36.971302,-121.903809,,
1880R,,"Vine Hill Schl Rd & Siltanen Park",,  37.067657,-122.001534,,
1883R,,"Walnut & California",,  36.972141,-122.033958,,
1884R,,"Walnut & California",,  36.971966,-122.033852,,
1885R,,"Walnut & Chestnut",,  36.972759,-122.030441,,
1886R,,"Walnut & Chestnut",,  36.972527,-122.030815,,
1887R,,"Walnut & Center",,  36.973164,-122.028252,,
1892R,,"Water & (County Bldgs)",,  36.978519,-122.023933,,
1893R,,"Water & Ocean",,  36.979584,-122.020844,,
1894R,,"Water & Ocean",,  36.979523,-122.021805,,
1895R,,"Water & Market",,  36.980312,-122.019409,,
1896R,,"Water & Market",,  36.980072,-122.019371,,
1899R,,"Water & Branciforte",,  36.981499,-122.014587,,
1900R,,"Water & Branciforte",,  36.981369,-122.012978,,
1901R,,"Water & Seabright",,  36.981480,-122.010902,,
1903R,,"Water & Poplar",,  36.981461,-122.008530,,
1907R,,"Western Dr & Flower",,  36.964211,-122.056625,,
1909R,,"Western Dr & Monarch",,  36.970291,-122.058418,,
1910R,,"Western Dr & Meder",,  36.973766,-122.058350,,
1914R,,"7th & Bonnie",,  36.964241,-121.998367,,
1915R,,"7th & Dolores",,  36.966290,-121.998093,,
1916R,,"7th & Harbor Cove",,  36.973236,-121.995453,,
1917R,,"7th & #1190 (Yacht Hbr MHP)",,  36.974007,-121.994766,,
1919R,,"7th & Eddy (Inland Harbor)",,  36.976334,-121.993401,,
1921R,,"7th & Cambria",,  36.976723,-121.993439,,
1922R,,"7th & Capitola Rd",,  36.978916,-121.992165,,
1986R,,"Bear Creek Rd & Deerwood",,  37.141563,-122.090965,,
1987R,,"Ocean & (Pacific School)",,  37.011837,-122.195023,,
1989R,,"Crestview & Freedom",,  36.926765,-121.764267,,
1992R,,"Lincoln St & Stanford",,  36.920963,-121.759163,,
1993R,,"Lincoln St & California St",,  36.918415,-121.756775,,
1994R,,"Lincoln St & E 5th",,  36.916187,-121.754837,,
1995R,,"Clubhouse & Pinehurst",,  36.961304,-121.878349,,
1998R,,"Park & Mcgregor (Kennedy)",,  36.982063,-121.937698,,
1999R,,"Park & Linsay",,  36.986443,-121.936394,,
2002R,,"Park & #512",,  36.976601,-121.945679,,
2003R,,"Park & Cabrillo St",,  36.977394,-121.942436,,
2004R,,"Park & Coronado",,  36.979782,-121.938660,,
2005R,,"San Andreas & Seascape",,  36.950661,-121.864044,,
2006R,,"San Andreas & Seascape",,  36.951324,-121.863968,,
2007R,,"Soquel Dr & Monroe (Auto Center)",,  36.971603,-121.875214,,
2009R,,"Park & Cabrillo College Dr",,  36.986324,-121.936646,,
2011R,,"Park & Coronado",,  36.979641,-121.938965,,
2012R,,"Park & Cabrillo St",,  36.977497,-121.942406,,
2013R,,"Park & #600 (Park Ave Apts)",,  36.977104,-121.944191,,
2014R,,"Park & Washburn",,  36.976349,-121.946869,,
2015R,,"Monterey & Fanmar",,  36.974693,-121.950478,,
2056R,,"Bay & King",,  36.967911,-122.042747,,
2061R,,"Delaware & Bethany Curve",,  36.956619,-122.040222,,
2085R,,"Mission & Sylvar",,  36.977467,-122.030075,,
2086R,,"High & Laurent",,  36.977577,-122.042175,,
2090R,,"High & Cardiff",,  36.977375,-122.050362,,
2091R,,"High & Cardiff",,  36.977268,-122.050232,,
2095R,,"Highway 1 & Western Dr",,  36.961010,-122.057297,,
2101R,,"Hagar & Field House East (UCSC)",,  36.994263,-122.055511,,
2102R,,"Hagar & Bookstore-Stevenson College (UCSC)",,  36.997498,-122.055061,,
2113R,,"Front & Spruce (General Tire)",,  36.967999,-122.023605,,
2114R,,"Grant & Grant Park",,  36.985661,-122.021584,,
2115R,,"Graham Hill & Henry Cowell Park",,  37.029625,-122.040138,,
2119R,,"Valley & Laurel Dr",,  37.046600,-122.075218,,
2120R,,"Laurel Dr & Highway  9",,  37.046589,-122.073509,,
2124R,,"Highway 9 & Mountain",,  37.120377,-122.120956,,
2125R,,"Highway 9 & Willowbrook Dr",,  37.071594,-122.084244,,
2127R,,"Glen Arbor & Quail Rd (#8930)",,  37.081112,-122.077751,,
2128R,,"Highway 9 & Brown Gables",,  37.092968,-122.096474,,
2132R,,"Bonny Doon Rd & Thayer",,  37.054691,-122.160866,,
2133R,,"Empire Grade & (before UCSC path)",,  37.003265,-122.073166,,
2134R,,"Empire Grade & Smith Grade",,  37.027748,-122.099716,,
2135R,,"Bonny Doon Rd & Pine Flat",,  37.041912,-122.150681,,
2136R,,"Pine Flat & Bonny Doon Elem Schl",,  37.061775,-122.148544,,
2137R,,"Pine Flat & Kelly Ln (#2155)",,  37.067280,-122.141121,,
2138R,,"Pine Flat & Atherley Lane",,  37.079155,-122.138542,,
2139R,,"Pine Flat & Past Comstock",,  37.080856,-122.141106,,
2140R,,"Pine Flat & Comstock (Bahai)",,  37.081173,-122.140335,,
2141R,,"Pine Flat & #2175 (Goat Farm)",,  37.069073,-122.142029,,
2142R,,"Pine Flat & Bonny Doon Rd",,  37.064308,-122.145187,,
2143R,,"41st & Bain",,  36.965450,-121.964783,,
2144R,,"41st & Capitola Rd",,  36.974438,-121.964790,,
2145R,,"41st & Brommer",,  36.969898,-121.965034,,
2148R,,"41st & #2140",,  36.979519,-121.964760,,
2149R,,"41st & Hwy 1",,  36.984924,-121.964783,,
2151R,,"41st & Gross Rd.",,  36.980217,-121.965096,,
2152R,,"41st & Cordelia (Soquel)",,  36.985123,-121.965050,,
2158R,,"38th & #890 (Portola)",,  36.964314,-121.967354,,
2159R,,"38th & Tranquility Ct",,  36.965317,-121.967468,,
2160R,,"38th & Roland (#998)",,  36.966049,-121.967293,,
2161R,,"38th & Castle Mobile Estate",,  36.967449,-121.967453,,
2162R,,"38th & Capitola Manor",,  36.967766,-121.967308,,
2163R,,"38th & Reposa (Blue & Gold)",,  36.968742,-121.967445,,
2164R,,"38th & Reposa (Blue & Gold)",,  36.969456,-121.967316,,
2166R,,"38th & King's Center",,  36.972103,-121.967323,,
2167R,,"41st & Kings Plaza",,  36.971706,-121.965065,,
2170R,,"17th & Brommer",,  36.970665,-121.984764,,
2171R,,"17th & Felt St",,  36.967159,-121.985489,,
2172R,,"17th & Merrill",,  36.964989,-121.986740,,
2173R,,"17th & Matthew",,  36.963676,-121.987267,,
2174R,,"17th & Merrill",,  36.965302,-121.986320,,
2175R,,"17th & Felt",,  36.967182,-121.985222,,
2177R,,"Portola & Corcoran",,  36.962898,-121.981438,,
2178R,,"17th & Kinsley",,  36.969753,-121.984810,,
2186R,,"Soquel Ave & Darwin",,  36.980850,-122.008003,,
2191R,,"W Lake & Main",,  36.911495,-121.758659,,
2192R,,"Rodriguez & Main (Apts)",,  36.914330,-121.764458,,
2195R,,"Amesti & Paraiso Drive",,  36.953503,-121.777710,,
2196R,,"Amesti & Vallecitos",,  36.959873,-121.787170,,
2197R,,"Amesti & #684",,  36.961891,-121.790154,,
2198R,,"Amesti & Pioneer/Varni",,  36.971062,-121.794975,,
2199R,,"Varni & Amesti",,  36.971138,-121.795738,,
2204R,,"Rodriguez & Main (Apts)",,  36.914402,-121.764648,,
2205R,,"Rodriguez & Kearney",,  36.911034,-121.761307,,
2208R,,"Buena Vista & Miller Ave",,  36.941654,-121.784241,,
2209R,,"Anna & Hanger",,  36.925873,-121.790672,,
2211R,,"Clifford & Evelyn",,  36.929199,-121.769669,,
2212R,,"Herman & Kralj (#187)",,  36.923138,-121.784691,,
2214R,,"Anna & Herman",,  36.925499,-121.785263,,
2220R,,"Green Valley & Marantha",,  36.925472,-121.779732,,
2224R,,"Freedom & Roache",,  36.936756,-121.775597,,
2225R,,"Green Valley & Celia",,  36.954182,-121.764832,,
2226R,,"Green Valley & Poultry Lane (Mesa Village Pk)",,  36.965240,-121.765091,,
2227R,,"Green Valley & Trembley",,  36.957767,-121.765015,,
2228R,,"Green Valley & Behler (Pinto Lake Pk)",,  36.948059,-121.765633,,
2233R,,"College & Taylor",,  36.933743,-121.735931,,
2234R,,"E Lake & #1601 (Nugent)",,  36.929527,-121.744766,,
2235R,,"Tuttle & Bridge",,  36.921513,-121.740303,,
2242R,,"Ocean & Felker",,  36.985703,-122.024223,,
2244R,,"Center Ave & Sea Terrace",,  36.974503,-121.905243,,
2246R,,"Park & Washburn",,  36.976418,-121.947060,,
2259R,,"Green Valley & Mesa Verde",,  36.969402,-121.765289,,
2260R,,"Wheelock & Casserly",,  36.972771,-121.764694,,
2261R,,"Wheelock & #102 (Harmony Home)",,  36.976376,-121.766792,,
2262R,,"Wheelock & Gilchrist",,  36.979382,-121.766594,,
2263R,,"Wheelock & (Monte Vista School)",,  36.981682,-121.768921,,
2264R,,"Wheelock & Green Valley",,  36.980419,-121.776428,,
2265R,,"Green Valley & Kliewer Ln",,  36.970734,-121.770912,,
2268R,,"Highway 1 & (Post Office)",,  37.011776,-122.196030,,
2270R,,"Broadway & Cayuga",,  36.975204,-122.010735,,
2271R,,"Broadway & Branciforte",,  36.974762,-122.014656,,
2272R,,"Broadway & Branciforte",,  36.974663,-122.014534,,
2280R,,"Seascape & Sumner",,  36.952087,-121.876511,,
2286R,,"Mt Hermon Rd & Scotts Village (Longs)",,  37.047249,-122.031448,,
2288R,,"Glen Arbor & Highway  9",,  37.088829,-122.088280,,
2291R,,"Bay & California",,  36.963669,-122.035782,,
2294R,,"Glen Arbor & Locust",,  37.086674,-122.083931,,
2296R,,"Brommer & Hope",,  36.972095,-121.990547,,
2297R,,"Main & Rodriguez",,  36.915394,-121.763992,,
2301R,,"Walnut & Center",,  36.972977,-122.028458,,
2302R,,"Cedar & Center",,  36.976170,-122.028000,,
2303R,,"Cedar & Cathcart",,  36.971596,-122.026779,,
2304R,,"Cedar & Walnut",,  36.973537,-122.027122,,
2308R,,"Cedar & Lincoln",,  36.972240,-122.027130,,
2310R,,"Empire Grade & #2519 (Seven Springs)",,  37.011620,-122.075348,,
2316R,,"(Zayante Store) & ",,  37.085041,-122.047966,,
2317R,,"E Zayante & Lompico",,  37.083172,-122.050743,,
2323R,,"Quail Hollow & Larita (Glenn Arbor)",,  37.078865,-122.077568,,
2324R,,"Quail Hollow & Hidden Valley",,  37.081211,-122.072670,,
2325R,,"Quail Hollow & Vista Robles",,  37.085598,-122.067657,,
2326R,,"Quail Hollow & Eggleson Ln",,  37.077618,-122.058441,,
2328R,,"Empire Grade & Arboretum",,  36.983685,-122.064934,,
2330R,,"Delaware & Swift",,  36.955700,-122.049004,,
2334R,,"Mark & Arroyo",,  36.964554,-121.762573,,
2335R,,"Mark & Hathaway",,  36.966805,-121.763443,,
2336R,,"Mark & Ponderosa",,  36.968338,-121.763596,,
2340R,,"Capitola Rd & Foster/Esperanza",,  36.977043,-121.986664,,
2341R,,"Capitola Rd & 16th",,  36.976334,-121.984383,,
2342R,,"Mission & King (Mission Floor)",,  36.961262,-122.047745,,
2344R,,"Western Dr & Beachview",,  36.961472,-122.056572,,
2350R,,"Harvey West & Harvey West Pool",,  36.984573,-122.038414,,
2352R,,"7th & Casa La Familia",,  36.982899,-121.989479,,
2354R,,"Highway 9 & Pleasant Wy",,  37.151428,-122.136292,,
2356R,,"41st & Melton (Spa)",,  36.968674,-121.964760,,
2363R,,"Green Valley & Litchfield",,  36.976871,-121.776306,,
2364R,,"Front & Soquel Ave",,  36.973518,-122.024780,,
2365R,,"Soquel Ave & Front (CVS)",,  36.973495,-122.024193,,
2367R,,"Soquel Dr & Chanticleer",,  36.988365,-121.977539,,
2371R,,"Mt Hermon Rd & (Scotts Valley Square)",,  37.047615,-122.032249,,
2372R,,"Scotts Valley Dr & El Pueblo",,  37.056007,-122.011597,,
2373R,,"Pine Flat & Quail Dr",,  37.050331,-122.153351,,
2374R,,"High & Western Dr",,  36.978813,-122.057732,,
2375R,,"High & Barn Theater (UCSC)",,  36.977322,-122.054306,,
2376R,,"Bay & High",,  36.976765,-122.053802,,
2377R,,"Capitola Rd & Clares/Sommerfeld",,  36.973824,-121.969948,,
2381R,,"Green Valley & Magnolia",,  36.924030,-121.780922,,
2382R,,"Green Valley & Kralj",,  36.922298,-121.781578,,
2383R,,"Soquel Dr & Paul Sweet",,  36.987644,-121.985512,,
2384R,,"Highway 9 & Quigg",,  37.184177,-122.140999,,
2388R,,"Gault & Darwin (Library)",,  36.979324,-122.007484,,
2393R,,"Western Dr & Western Ct (#630)",,  36.968609,-122.058342,,
2394R,,"Storey & Escalona",,  36.976192,-122.035034,,
2396R,,"River & Josephine",,  36.981163,-122.029144,,
2398R,,"Second & Riverside/Leibrandt",,  36.966240,-122.018745,,
2400R,,"Highway 9 & Teihl",,  37.173401,-122.138138,,
2401R,,"Highway 9 & Teihl",,  37.172913,-122.138367,,
2407R,,"Airport & Freedom Centre",,  36.940353,-121.776222,,
2408R,,"Graham Hill & Mosswood",,  37.002808,-122.032417,,
2409R,,"Freedom & #2672",,  36.954845,-121.798737,,
2410R,,"Freedom & #2672",,  36.954887,-121.798973,,
2413R,,"Green Valley & Carey",,  36.934345,-121.774185,,
2414R,,"Green Valley & Hope Dr",,  36.927910,-121.778648,,
2415R,,"E Lake & Lincoln St",,  36.914864,-121.754097,,
2416R,,"Sunny Hills & Shady Oaks",,  36.929684,-121.785355,,
2417R,,"E Beach & Hushbeck",,  36.918564,-121.745575,,
2418R,,"E Beach & Beck",,  36.916870,-121.747940,,
2419R,,"E Beach & Blackburn",,  36.915428,-121.749878,,
2420R,,"Delaware & Fair",,  36.955990,-122.045860,,
2421R,,"Escalona & Arroyo Seco",,  36.963051,-122.051804,,
2422R,,"Grandview & Arroyo Seco",,  36.961376,-122.051376,,
2426R,,"Dubois & #111 (Juliano)",,  36.985214,-122.039513,,
2428R,,"Second & Main",,  36.965027,-122.022751,,
2429R,,"Bonny Doon Rd & #6401",,  37.065884,-122.157814,,
2433R,,"Green Valley & Airport/Holohan",,  36.941628,-121.768974,,
2434R,,"Green Valley & Airport",,  36.941536,-121.769325,,
2435R,,"Main & Central",,  36.908302,-121.754814,,
2436R,,"Green Valley & Iglesia Adventista",,  36.944111,-121.767555,,
2437R,,"Empire Grade & Sunlit Ln",,  37.068470,-122.123299,,
2440R,,"Highway 9 & Brookside",,  37.142315,-122.131683,,
2445R,,"Big Basin Wy & B. Crk Country Club",,  37.153336,-122.161102,,
2446R,,"Quail Hollow & Cumora",,  37.081913,-122.069588,,
2447R,,"E Zayante & W Zayante",,  37.059261,-122.058891,,
2448R,,"Heller & College 8/Porter (UCSC)",,  36.992996,-122.065201,,
2453R,,"Green Valley & Devon Ln (Celia)",,  36.953758,-121.764999,,
2456R,,"41st & 4-Star Center",,  36.971462,-121.964745,,
2460R,,"W Zayante & Willow",,  37.071777,-122.057098,,
2461R,,"W Zayante & Mcenery",,  37.068142,-122.058388,,
2462R,,"W Zayante & Moon Meadow",,  37.065292,-122.057800,,
2463R,,"W Zayante & Shepherd (#7389)",,  37.062199,-122.056488,,
2464R,,"Seascape & Via Pacifica",,  36.950470,-121.866020,,
2465R,,"Freedom & Stanford",,  36.920879,-121.761032,,
2466R,,"Freedom & Miles",,  36.922642,-121.761673,,
2467R,,"Freedom & W High",,  36.918648,-121.760216,,
2469R,,"Main & W 5th",,  36.912842,-121.759621,,
2470R,,"Green Valley & Kralj",,  36.921890,-121.782135,,
2471R,,"Clifford & Crescent",,  36.927750,-121.771591,,
2472R,,"Clifford & Montebello",,  36.920925,-121.775604,,
2477R,,"Madison & Crestview",,  36.926380,-121.762161,,
2479R,,"Clifford & Rosewood",,  36.921150,-121.775589,,
2480R,,"Neilson & Airport (Wats. Hospital)",,  36.928196,-121.793587,,
2481R,,"Anna & Holm",,  36.925709,-121.787025,,
2482R,,"Lincoln St & E 5th",,  36.916607,-121.755005,,
2483R,,"Lincoln St & Palm",,  36.917816,-121.756042,,
2484R,,"Lincoln St & E High",,  36.920200,-121.758316,,
2486R,,"Airport & Freedom/Roache",,  36.937199,-121.778809,,
2487R,,"Ross & Chappell",,  36.932194,-121.785233,,
2488R,,"Ross & Holly",,  36.931000,-121.784027,,
2489R,,"Shady Oaks & Jeanette Wy",,  36.927246,-121.785522,,
2490R,,"Loma Prieta & #32",,  36.933826,-121.780457,,
2491R,,"Loma Prieta & Holly",,  36.931335,-121.778366,,
2497R,,"High & Bay",,  36.977066,-122.052864,,
2505R,,"Highway 9 & Brimblecom",,  37.142136,-122.131935,,
2507R,,"Empire Grade & Mile 1306",,  37.021255,-122.084198,,
2508R,,"Empire Grade & Bonny Doon Airport",,  37.072632,-122.127945,,
2509R,,"Bonny Doon Rd & Cathedral Park/#4664",,  37.047409,-122.157059,,
2510R,,"Pine Flat & #2300/#2350",,  37.070213,-122.142715,,
2511R,,"Pine Flat & #2572 (Mile 2.62)",,  37.073860,-122.143135,,
2512R,,"Pine Flat & #2878",,  37.077599,-122.142075,,
2513R,,"Lockwood & Tan Oak (#555)",,  37.041416,-122.037773,,
2514R,,"Highway 9 & Middleton (Big Basin)",,  37.125935,-122.122597,,
2515R,,"Highway 9 & Middleton (Big Basin)",,  37.125984,-122.122391,,
2516R,,"Heller & Family Student Housing (UCSC)",,  36.991791,-122.066803,,
2517R,,"Lockwood & Mt. Hermon",,  37.047794,-122.034988,,
2519R,,"Scotts Valley Dr & Granite Creek",,  37.061939,-122.007164,,
2520R,,"Hill & Post Office Rd",,  36.981766,-121.954742,,
2522R,,"Emeline & Button",,  36.986652,-122.018700,,
2549R,,"Paul Sweet & (Soquel Park & Ride)",,  36.988140,-121.985817,,
2551R,,"17th & Tremont",,  36.964031,-121.987328,,
2552R,,"Green Valley & 1000 Block",,  36.917580,-121.784393,,
2554R,,"E Lake & Wagner (La Hacienda)",,  36.926270,-121.745789,,
2559R,,"Graham Hill & Highway  9 (Bridge)",,  37.052711,-122.072281,,
2563R,,"Gault & Frederick",,  36.979923,-122.004990,,
2567R,,"Freedom & Marin",,  36.923885,-121.762436,,
2571R,,"Swift & Jeter",,  36.957211,-122.048836,,
2572R,,"Laurel & Chestnut",,  36.968651,-122.028992,,
2573R,,"Bronte & #658",,  36.919975,-121.741875,,
2575R,,"Soquel Dr & Terrace",,  36.983730,-121.913445,,
2576R,,"Green Valley & Mesa Verde",,  36.968792,-121.765099,,
2582R,,"Bay & West Cliff",,  36.961372,-122.025848,,
2583R,,"Bay & Laguna",,  36.960594,-122.029099,,
2584R,,"Bay & National",,  36.961437,-122.032440,,
2585R,,"Bay & National",,  36.961361,-122.032578,,
2586R,,"Bay & Laguna",,  36.960400,-122.029274,,
2587R,,"Bay & West Cliff",,  36.961231,-122.025948,,
2588R,,"Bay & Mission",,  36.966255,-122.039665,,
2592R,,"Pacific & Viaduct",,  36.963673,-122.024895,,
2593R,,"Pacific & Second",,  36.963909,-122.024918,,
2594R,,"Freedom & Davis (K-Mart)",,  36.933441,-121.771286,,
2596R,,"Freedom & 2716",,  36.956799,-121.800774,,
2599R,,"Capitola Rd & 49th",,  36.973820,-121.955978,,
2600R,,"Highway 9 & Monaco",,  37.133682,-122.126236,,
